,index,cls,x1,y1,x2,y2,File_Path
39,000131,car,205.19,186.62,358.07,240.66,./KITTI/training/image_2/000131.png
40,000131,car,442.96,178.65,530.25,217.98,./KITTI/training/image_2/000131.png
41,000131,car,208.95,180.57,327.36,223.32,./KITTI/training/image_2/000131.png
42,000131,car,459.14,174.29,520.51,205.65,./KITTI/training/image_2/000131.png
43,000131,van,565.54,170.8,601.35,195.62,./KITTI/training/image_2/000131.png
44,000131,car,576.15,174.56,629.6,202.46,./KITTI/training/image_2/000131.png
45,006910,pedestrian,1053.62,112.03,1128.62,323.51,./KITTI/training/image_2/006910.png
46,006910,pedestrian,1124.71,109.52,1209.04,325.8,./KITTI/training/image_2/006910.png
47,006910,car,836.04,168.06,947.05,208.74,./KITTI/training/image_2/006910.png
48,006910,truck,712.82,109.31,914.25,192.04,./KITTI/training/image_2/006910.png
49,006910,car,959.93,160.5,1119.96,207.32,./KITTI/training/image_2/006910.png
50,006910,car,284.0,187.29,352.23,221.21,./KITTI/training/image_2/006910.png
51,006910,van,162.82,182.27,321.15,241.21,./KITTI/training/image_2/006910.png
52,006910,dontcare,83.52,196.9,145.02,228.19,./KITTI/training/image_2/006910.png
53,006910,dontcare,330.4,184.4,403.36,209.44,./KITTI/training/image_2/006910.png
54,000283,car,444.66,188.24,507.94,233.45,./KITTI/training/image_2/000283.png
55,000283,car,157.62,189.29,367.83,264.9,./KITTI/training/image_2/000283.png
56,006502,pedestrian,324.82,164.97,396.07,331.28,./KITTI/training/image_2/006502.png
57,004832,car,524.27,177.91,586.03,233.65,./KITTI/training/image_2/004832.png
58,004832,car,406.18,179.61,482.83,243.31,./KITTI/training/image_2/004832.png
59,004832,car,79.7,189.15,271.76,276.53,./KITTI/training/image_2/004832.png
60,004832,car,293.36,185.03,368.5,229.38,./KITTI/training/image_2/004832.png
61,004832,van,147.61,168.46,258.7,229.71,./KITTI/training/image_2/004832.png
62,004832,car,350.79,183.86,400.65,215.92,./KITTI/training/image_2/004832.png
63,004832,car,266.38,186.01,319.93,215.25,./KITTI/training/image_2/004832.png
64,004832,van,402.71,165.62,439.22,204.76,./KITTI/training/image_2/004832.png
65,004832,misc,448.56,159.4,490.05,205.17,./KITTI/training/image_2/004832.png
66,002784,car,534.85,183.46,562.66,211.04,./KITTI/training/image_2/002784.png
67,000035,car,587.01,173.33,614.12,200.12,./KITTI/training/image_2/000035.png
68,000035,car,425.44,176.21,529.23,259.84,./KITTI/training/image_2/000035.png
69,000035,car,234.86,185.44,320.32,231.58,./KITTI/training/image_2/000035.png
70,000035,cyclist,665.45,160.0,717.93,217.99,./KITTI/training/image_2/000035.png
71,000035,pedestrian,423.17,173.67,433.17,224.03,./KITTI/training/image_2/000035.png
72,000035,dontcare,140.81,178.15,165.85,222.98,./KITTI/training/image_2/000035.png
73,000035,dontcare,22.06,187.52,36.69,215.69,./KITTI/training/image_2/000035.png
74,000035,dontcare,342.9,171.9,359.61,196.94,./KITTI/training/image_2/000035.png
75,000035,dontcare,407.48,182.31,440.86,207.35,./KITTI/training/image_2/000035.png
76,000035,dontcare,650.19,175.02,668.98,210.48,./KITTI/training/image_2/000035.png
77,006723,car,298.2,179.22,409.67,238.25,./KITTI/training/image_2/006723.png
78,006723,car,464.24,173.69,538.86,230.9,./KITTI/training/image_2/006723.png
79,006723,van,588.41,160.76,610.01,188.28,./KITTI/training/image_2/006723.png
80,003637,truck,559.37,106.87,649.93,216.58,./KITTI/training/image_2/003637.png
81,003637,car,0.0,194.18,93.89,232.7,./KITTI/training/image_2/003637.png
82,003637,car,69.66,189.96,153.65,225.2,./KITTI/training/image_2/003637.png
83,003852,car,739.45,184.32,948.6,322.03,./KITTI/training/image_2/003852.png
84,003852,van,680.19,143.07,807.9,259.88,./KITTI/training/image_2/003852.png
85,003852,car,477.58,176.15,535.12,229.59,./KITTI/training/image_2/003852.png
86,003852,car,663.92,179.86,715.32,218.63,./KITTI/training/image_2/003852.png
87,003852,car,520.69,179.58,558.66,207.83,./KITTI/training/image_2/003852.png
88,003852,car,541.39,172.47,570.47,199.01,./KITTI/training/image_2/003852.png
89,003852,car,643.29,175.87,676.12,201.92,./KITTI/training/image_2/003852.png
90,003852,dontcare,572.95,171.48,584.89,197.65,./KITTI/training/image_2/003852.png
91,003852,dontcare,628.31,169.81,653.35,195.89,./KITTI/training/image_2/003852.png
92,003113,car,189.39,202.45,459.17,374.0,./KITTI/training/image_2/003113.png
93,003113,car,372.94,191.15,522.85,291.21,./KITTI/training/image_2/003113.png
94,003113,car,747.4,178.34,873.25,287.01,./KITTI/training/image_2/003113.png
95,003113,car,485.21,180.21,551.16,238.06,./KITTI/training/image_2/003113.png
96,003113,car,498.56,184.22,568.94,226.16,./KITTI/training/image_2/003113.png
97,003113,car,755.54,178.3,859.5,251.55,./KITTI/training/image_2/003113.png
98,003113,car,804.57,170.5,908.46,231.99,./KITTI/training/image_2/003113.png
99,003113,car,734.58,165.34,846.91,207.6,./KITTI/training/image_2/003113.png
100,003113,car,1024.49,164.42,1139.72,212.68,./KITTI/training/image_2/003113.png
101,003113,car,956.29,165.22,1050.56,196.96,./KITTI/training/image_2/003113.png
102,003113,dontcare,0.0,268.51,90.21,373.0,./KITTI/training/image_2/003113.png
103,003456,car,768.77,176.06,864.6,214.42,./KITTI/training/image_2/003456.png
104,001114,pedestrian,1016.4,123.01,1091.73,309.02,./KITTI/training/image_2/001114.png
105,001114,car,357.91,191.36,502.65,269.18,./KITTI/training/image_2/001114.png
106,001114,car,734.34,177.35,829.73,246.58,./KITTI/training/image_2/001114.png
107,000241,truck,633.65,154.32,707.74,213.78,./KITTI/training/image_2/000241.png
108,005270,car,319.05,189.75,434.22,281.08,./KITTI/training/image_2/005270.png
109,005270,pedestrian,689.01,182.11,705.68,231.09,./KITTI/training/image_2/005270.png
110,005270,dontcare,723.1,183.35,742.93,216.72,./KITTI/training/image_2/005270.png
111,000081,truck,593.82,162.45,621.39,192.31,./KITTI/training/image_2/000081.png
112,000081,tram,281.85,129.69,447.74,225.59,./KITTI/training/image_2/000081.png
113,006597,car,82.97,186.3,354.26,339.32,./KITTI/training/image_2/006597.png
114,006597,cyclist,466.91,172.38,503.1,241.53,./KITTI/training/image_2/006597.png
115,006597,cyclist,499.53,174.13,527.57,237.79,./KITTI/training/image_2/006597.png
116,006597,car,420.67,182.31,495.67,228.04,./KITTI/training/image_2/006597.png
117,006597,cyclist,528.43,174.28,545.79,212.19,./KITTI/training/image_2/006597.png
118,006597,car,506.81,181.69,548.71,206.11,./KITTI/training/image_2/006597.png
119,006597,car,640.77,176.66,670.77,201.3,./KITTI/training/image_2/006597.png
120,006597,car,771.49,173.3,1172.31,374.0,./KITTI/training/image_2/006597.png
121,006597,dontcare,701.23,165.65,718.98,206.32,./KITTI/training/image_2/006597.png
122,006935,pedestrian,813.89,153.42,855.07,279.22,./KITTI/training/image_2/006935.png
123,006935,pedestrian,279.86,137.75,358.0,348.21,./KITTI/training/image_2/006935.png
124,000312,car,233.68,217.17,431.03,339.14,./KITTI/training/image_2/000312.png
125,000312,car,379.56,194.15,490.29,279.0,./KITTI/training/image_2/000312.png
126,000312,truck,509.73,160.48,569.31,223.2,./KITTI/training/image_2/000312.png
127,000312,car,611.12,189.23,649.32,224.8,./KITTI/training/image_2/000312.png
128,000312,pedestrian,602.38,182.22,615.38,219.98,./KITTI/training/image_2/000312.png
129,000312,dontcare,0.0,267.73,102.12,373.0,./KITTI/training/image_2/000312.png
130,004213,car,347.61,143.93,527.51,298.39,./KITTI/training/image_2/004213.png
131,004213,car,739.03,186.93,879.07,269.13,./KITTI/training/image_2/004213.png
132,004213,car,827.5,190.29,1132.07,360.98,./KITTI/training/image_2/004213.png
133,004213,car,546.68,167.55,586.15,203.69,./KITTI/training/image_2/004213.png
134,004213,car,457.33,169.01,550.7,244.34,./KITTI/training/image_2/004213.png
135,004213,car,730.88,178.52,816.07,239.6,./KITTI/training/image_2/004213.png
136,004213,car,702.86,174.79,764.22,218.17,./KITTI/training/image_2/004213.png
137,004213,car,686.88,176.24,737.24,212.93,./KITTI/training/image_2/004213.png
138,004213,car,678.71,172.69,719.04,201.77,./KITTI/training/image_2/004213.png
139,005491,car,749.0,173.25,792.6,211.96,./KITTI/training/image_2/005491.png
140,000011,pedestrian,883.68,144.15,937.35,259.01,./KITTI/training/image_2/000011.png
141,000011,pedestrian,873.7,152.1,933.44,256.07,./KITTI/training/image_2/000011.png
142,000011,car,444.29,171.04,504.95,225.82,./KITTI/training/image_2/000011.png
143,000011,pedestrian,649.28,168.1,664.61,206.4,./KITTI/training/image_2/000011.png
144,000011,pedestrian,240.35,190.31,268.02,261.61,./KITTI/training/image_2/000011.png
145,000011,dontcare,0.0,226.06,88.58,373.0,./KITTI/training/image_2/000011.png
146,000011,dontcare,727.58,165.75,737.08,192.75,./KITTI/training/image_2/000011.png
147,001432,car,650.77,187.15,702.31,227.15,./KITTI/training/image_2/001432.png
148,005580,car,634.72,173.32,663.92,199.1,./KITTI/training/image_2/005580.png
149,005580,car,388.32,175.94,510.38,220.76,./KITTI/training/image_2/005580.png
150,005580,car,322.57,167.53,476.09,233.99,./KITTI/training/image_2/005580.png
151,005580,car,652.51,181.54,699.39,215.11,./KITTI/training/image_2/005580.png
152,005580,car,663.45,184.57,740.4,237.01,./KITTI/training/image_2/005580.png
153,005580,car,166.55,182.1,414.96,268.48,./KITTI/training/image_2/005580.png
154,004652,car,336.62,187.31,471.63,271.33,./KITTI/training/image_2/004652.png
155,004652,car,420.03,184.74,508.4,247.25,./KITTI/training/image_2/004652.png
156,004652,car,697.15,175.11,743.8,215.07,./KITTI/training/image_2/004652.png
157,004652,car,467.36,189.32,532.46,232.77,./KITTI/training/image_2/004652.png
158,004652,car,496.83,185.71,550.99,223.63,./KITTI/training/image_2/004652.png
159,004652,dontcare,240.62,181.18,330.83,215.11,./KITTI/training/image_2/004652.png
160,007302,car,592.91,172.88,626.92,205.63,./KITTI/training/image_2/007302.png
161,007302,truck,702.68,160.83,775.13,192.55,./KITTI/training/image_2/007302.png
162,007302,dontcare,494.98,145.85,584.61,200.06,./KITTI/training/image_2/007302.png
163,002157,car,529.73,182.26,568.82,214.05,./KITTI/training/image_2/002157.png
164,002157,car,719.31,182.77,850.91,277.03,./KITTI/training/image_2/002157.png
165,002157,car,681.53,176.06,778.0,250.72,./KITTI/training/image_2/002157.png
166,002157,car,672.67,173.63,737.07,234.02,./KITTI/training/image_2/002157.png
167,002157,car,651.83,178.89,699.39,215.93,./KITTI/training/image_2/002157.png
168,002157,car,638.04,176.83,665.06,201.04,./KITTI/training/image_2/002157.png
169,002157,pedestrian,755.59,161.63,774.59,222.87,./KITTI/training/image_2/002157.png
170,001732,car,504.89,192.11,582.03,219.48,./KITTI/training/image_2/001732.png
171,000820,car,501.08,179.43,555.42,218.61,./KITTI/training/image_2/000820.png
172,000951,van,489.15,157.37,573.85,250.16,./KITTI/training/image_2/000951.png
173,000951,van,971.19,96.21,1241.0,259.39,./KITTI/training/image_2/000951.png
174,000951,car,159.13,186.76,316.12,260.55,./KITTI/training/image_2/000951.png
175,000951,car,0.12,165.41,200.99,264.21,./KITTI/training/image_2/000951.png
176,000951,car,404.21,171.04,470.78,217.94,./KITTI/training/image_2/000951.png
177,000951,car,729.04,171.75,852.09,236.91,./KITTI/training/image_2/000951.png
178,000951,car,572.27,161.95,611.42,198.88,./KITTI/training/image_2/000951.png
179,000951,van,619.49,147.82,663.98,193.68,./KITTI/training/image_2/000951.png
180,000951,car,805.75,162.56,936.29,230.6,./KITTI/training/image_2/000951.png
181,000951,car,892.49,171.92,1049.68,229.86,./KITTI/training/image_2/000951.png
182,000951,truck,563.92,131.16,607.39,196.5,./KITTI/training/image_2/000951.png
183,000612,car,702.66,190.76,818.27,269.08,./KITTI/training/image_2/000612.png
184,000612,car,154.61,183.09,390.71,276.82,./KITTI/training/image_2/000612.png
185,000612,van,231.5,172.84,417.72,261.95,./KITTI/training/image_2/000612.png
186,000612,car,307.35,177.98,446.43,241.7,./KITTI/training/image_2/000612.png
187,000612,car,749.86,187.63,892.53,233.8,./KITTI/training/image_2/000612.png
188,000612,car,381.93,159.76,494.21,218.08,./KITTI/training/image_2/000612.png
189,000612,van,634.08,162.86,675.24,205.66,./KITTI/training/image_2/000612.png
190,000612,car,437.81,179.03,524.03,207.92,./KITTI/training/image_2/000612.png
191,000612,car,464.44,174.3,539.88,205.63,./KITTI/training/image_2/000612.png
192,000612,van,624.2,163.61,652.21,196.55,./KITTI/training/image_2/000612.png
193,000612,dontcare,550.19,170.85,583.57,196.93,./KITTI/training/image_2/000612.png
194,005326,car,518.21,163.75,740.02,374.0,./KITTI/training/image_2/005326.png
195,005326,car,947.35,174.5,1085.01,218.55,./KITTI/training/image_2/005326.png
196,005326,car,344.61,174.38,500.36,231.88,./KITTI/training/image_2/005326.png
197,005326,van,719.67,152.42,837.38,206.61,./KITTI/training/image_2/005326.png
198,005358,cyclist,636.17,165.57,664.21,225.16,./KITTI/training/image_2/005358.png
199,005358,car,2.16,193.43,305.02,298.49,./KITTI/training/image_2/005358.png
200,005358,pedestrian,528.52,163.98,547.44,204.41,./KITTI/training/image_2/005358.png
201,002193,car,17.88,213.87,437.19,374.0,./KITTI/training/image_2/002193.png
202,002193,car,511.74,186.31,559.18,225.95,./KITTI/training/image_2/002193.png
203,002193,car,649.77,182.34,693.71,217.45,./KITTI/training/image_2/002193.png
204,002193,car,552.36,183.11,578.79,207.86,./KITTI/training/image_2/002193.png
205,002193,dontcare,583.3,176.0,643.75,207.34,./KITTI/training/image_2/002193.png
206,004311,car,774.65,165.16,1178.03,374.0,./KITTI/training/image_2/004311.png
207,004311,car,0.0,179.65,192.11,288.12,./KITTI/training/image_2/004311.png
208,004311,car,494.14,166.38,566.79,229.9,./KITTI/training/image_2/004311.png
209,004311,car,685.74,167.42,783.09,235.94,./KITTI/training/image_2/004311.png
210,004311,car,676.2,167.34,740.21,214.63,./KITTI/training/image_2/004311.png
211,004311,car,552.73,168.59,594.09,201.55,./KITTI/training/image_2/004311.png
212,004311,car,662.14,159.9,704.46,199.4,./KITTI/training/image_2/004311.png
213,005348,car,588.0,177.69,618.05,206.28,./KITTI/training/image_2/005348.png
214,005348,car,802.26,181.29,1175.53,374.0,./KITTI/training/image_2/005348.png
215,005348,pedestrian,765.49,167.44,789.16,233.29,./KITTI/training/image_2/005348.png
216,005348,car,674.67,177.58,755.96,237.28,./KITTI/training/image_2/005348.png
217,005348,car,657.26,177.71,710.36,224.67,./KITTI/training/image_2/005348.png
218,005348,car,641.32,173.17,672.4,203.54,./KITTI/training/image_2/005348.png
219,005348,car,308.76,192.09,400.45,243.41,./KITTI/training/image_2/005348.png
220,005348,car,368.25,184.71,438.72,228.67,./KITTI/training/image_2/005348.png
221,005348,car,420.27,181.66,472.66,214.99,./KITTI/training/image_2/005348.png
222,003220,car,0.0,173.06,306.0,326.04,./KITTI/training/image_2/003220.png
223,003220,car,288.57,153.15,409.32,228.15,./KITTI/training/image_2/003220.png
224,006274,car,522.59,177.43,571.62,213.82,./KITTI/training/image_2/006274.png
225,006274,pedestrian,765.61,166.99,774.94,198.81,./KITTI/training/image_2/006274.png
226,002224,car,301.97,184.69,401.65,238.86,./KITTI/training/image_2/002224.png
227,002224,car,456.89,179.22,494.02,204.94,./KITTI/training/image_2/002224.png
228,002224,dontcare,527.67,163.07,599.77,189.24,./KITTI/training/image_2/002224.png
229,004036,misc,866.54,227.71,964.03,298.23,./KITTI/training/image_2/004036.png
230,004036,car,851.14,170.92,948.05,266.92,./KITTI/training/image_2/004036.png
231,004036,car,709.97,176.16,756.59,208.44,./KITTI/training/image_2/004036.png
232,006955,pedestrian,618.44,157.48,689.44,309.78,./KITTI/training/image_2/006955.png
233,003349,pedestrian,334.02,158.16,403.7,301.84,./KITTI/training/image_2/003349.png
234,004657,pedestrian,912.84,154.67,974.4,285.18,./KITTI/training/image_2/004657.png
235,004657,cyclist,136.8,158.12,405.54,373.0,./KITTI/training/image_2/004657.png
236,004657,car,603.79,166.01,641.62,197.32,./KITTI/training/image_2/004657.png
237,004657,pedestrian,773.7,157.29,797.25,226.07,./KITTI/training/image_2/004657.png
238,004657,van,666.33,135.23,723.44,203.55,./KITTI/training/image_2/004657.png
239,004657,dontcare,570.62,162.32,598.64,194.2,./KITTI/training/image_2/004657.png
240,005960,car,133.76,194.82,367.31,270.45,./KITTI/training/image_2/005960.png
241,005960,dontcare,715.35,155.48,967.35,186.73,./KITTI/training/image_2/005960.png
242,005960,dontcare,384.58,176.25,403.41,212.58,./KITTI/training/image_2/005960.png
243,007323,car,749.55,186.47,986.87,286.51,./KITTI/training/image_2/007323.png
244,007323,car,56.27,182.73,320.62,272.38,./KITTI/training/image_2/007323.png
245,007323,car,712.45,189.79,902.97,269.23,./KITTI/training/image_2/007323.png
246,007323,car,167.26,176.68,353.33,249.5,./KITTI/training/image_2/007323.png
247,007323,car,240.75,172.9,381.2,243.02,./KITTI/training/image_2/007323.png
248,007323,car,265.51,176.27,377.4,226.79,./KITTI/training/image_2/007323.png
249,007323,car,452.28,185.04,490.48,209.66,./KITTI/training/image_2/007323.png
250,007323,dontcare,385.6,179.19,453.35,204.23,./KITTI/training/image_2/007323.png
251,007323,dontcare,975.19,180.23,1114.81,231.31,./KITTI/training/image_2/007323.png
252,001611,pedestrian,7.73,149.3,120.08,343.67,./KITTI/training/image_2/001611.png
253,001611,pedestrian,205.76,153.33,242.44,251.76,./KITTI/training/image_2/001611.png
254,001611,pedestrian,183.6,150.24,221.54,246.16,./KITTI/training/image_2/001611.png
255,001611,cyclist,808.25,151.46,859.42,259.64,./KITTI/training/image_2/001611.png
256,001611,pedestrian,600.56,166.85,632.04,238.63,./KITTI/training/image_2/001611.png
257,001611,misc,531.74,162.8,549.64,208.99,./KITTI/training/image_2/001611.png
258,001611,cyclist,484.3,162.25,509.81,213.04,./KITTI/training/image_2/001611.png
259,001611,pedestrian,56.34,156.17,122.2,318.17,./KITTI/training/image_2/001611.png
260,001611,pedestrian,781.43,155.05,797.48,210.64,./KITTI/training/image_2/001611.png
261,001611,pedestrian,689.42,158.08,701.32,193.11,./KITTI/training/image_2/001611.png
262,001611,pedestrian,655.25,162.45,664.55,198.65,./KITTI/training/image_2/001611.png
263,001611,pedestrian,669.0,159.14,679.69,195.36,./KITTI/training/image_2/001611.png
264,001611,pedestrian,731.18,155.63,742.82,190.8,./KITTI/training/image_2/001611.png
265,001611,pedestrian,743.4,154.1,756.72,191.95,./KITTI/training/image_2/001611.png
266,006285,car,1033.01,176.72,1241.0,355.4,./KITTI/training/image_2/006285.png
267,006285,car,793.7,134.89,1080.05,301.31,./KITTI/training/image_2/006285.png
268,006285,misc,604.08,209.42,936.29,294.63,./KITTI/training/image_2/006285.png
269,006285,car,585.35,175.85,803.11,259.75,./KITTI/training/image_2/006285.png
270,006285,car,517.11,184.71,658.6,243.54,./KITTI/training/image_2/006285.png
271,006285,misc,546.27,187.62,676.33,250.67,./KITTI/training/image_2/006285.png
272,006285,misc,685.27,160.64,744.91,209.31,./KITTI/training/image_2/006285.png
273,006285,car,253.07,194.15,342.75,240.21,./KITTI/training/image_2/006285.png
274,006285,car,147.84,197.09,210.75,246.03,./KITTI/training/image_2/006285.png
275,006285,truck,122.94,151.46,202.37,237.65,./KITTI/training/image_2/006285.png
276,006285,dontcare,9.56,186.48,142.94,214.65,./KITTI/training/image_2/006285.png
277,001879,pedestrian,380.23,154.46,416.23,236.74,./KITTI/training/image_2/001879.png
278,001879,pedestrian,399.97,156.01,435.97,234.87,./KITTI/training/image_2/001879.png
279,001879,van,703.82,157.58,855.81,227.93,./KITTI/training/image_2/001879.png
280,006584,car,363.31,180.35,475.8,261.1,./KITTI/training/image_2/006584.png
281,007175,car,545.53,178.79,573.49,203.72,./KITTI/training/image_2/007175.png
282,000688,truck,634.85,135.55,694.39,207.46,./KITTI/training/image_2/000688.png
283,000688,car,52.92,184.24,162.46,228.17,./KITTI/training/image_2/000688.png
284,000688,car,143.47,185.15,235.33,218.62,./KITTI/training/image_2/000688.png
285,000688,car,234.06,183.82,299.94,211.52,./KITTI/training/image_2/000688.png
286,000688,car,289.52,181.61,335.67,205.61,./KITTI/training/image_2/000688.png
287,004279,car,408.69,185.99,525.16,259.67,./KITTI/training/image_2/004279.png
288,006165,dontcare,725.19,157.31,1240.0,184.44,./KITTI/training/image_2/006165.png
289,001199,car,61.24,202.59,324.49,328.44,./KITTI/training/image_2/001199.png
290,001199,car,920.83,152.45,1156.79,238.66,./KITTI/training/image_2/001199.png
291,001199,car,315.46,191.74,439.26,258.45,./KITTI/training/image_2/001199.png
292,001199,car,731.15,178.53,890.15,279.84,./KITTI/training/image_2/001199.png
293,001199,car,697.19,174.64,790.41,245.79,./KITTI/training/image_2/001199.png
294,001199,car,401.21,187.64,473.56,237.23,./KITTI/training/image_2/001199.png
295,001199,car,671.52,178.57,730.41,219.4,./KITTI/training/image_2/001199.png
296,001199,car,658.47,180.41,707.63,214.13,./KITTI/training/image_2/001199.png
297,001199,dontcare,0.0,252.33,27.46,373.0,./KITTI/training/image_2/001199.png
298,001199,dontcare,0.0,179.24,39.11,244.22,./KITTI/training/image_2/001199.png
299,001199,dontcare,464.77,180.23,548.14,216.73,./KITTI/training/image_2/001199.png
300,001199,dontcare,640.81,177.1,677.31,203.18,./KITTI/training/image_2/001199.png
301,000457,car,582.61,179.34,617.01,206.61,./KITTI/training/image_2/000457.png
302,000457,car,538.61,179.58,570.51,204.14,./KITTI/training/image_2/000457.png
303,000457,van,606.86,165.77,625.89,191.83,./KITTI/training/image_2/000457.png
304,000677,car,734.86,174.99,973.52,328.45,./KITTI/training/image_2/000677.png
305,000677,car,0.0,198.01,176.06,303.02,./KITTI/training/image_2/000677.png
306,000677,car,700.36,171.3,809.26,254.65,./KITTI/training/image_2/000677.png
307,000677,car,342.17,189.45,463.74,268.46,./KITTI/training/image_2/000677.png
308,000677,car,418.92,175.92,500.44,240.72,./KITTI/training/image_2/000677.png
309,000677,car,665.27,174.7,729.74,225.59,./KITTI/training/image_2/000677.png
310,000677,car,469.86,177.92,528.44,227.03,./KITTI/training/image_2/000677.png
311,000677,car,658.06,176.02,716.59,214.16,./KITTI/training/image_2/000677.png
312,000677,van,643.99,146.84,700.97,206.09,./KITTI/training/image_2/000677.png
313,005007,pedestrian,103.74,143.44,184.41,306.22,./KITTI/training/image_2/005007.png
314,005132,car,706.61,172.69,777.69,238.48,./KITTI/training/image_2/005132.png
315,005132,car,292.27,173.54,475.95,289.2,./KITTI/training/image_2/005132.png
316,005132,car,0.0,191.21,227.34,317.4,./KITTI/training/image_2/005132.png
317,005132,car,395.39,185.27,507.21,233.84,./KITTI/training/image_2/005132.png
318,005132,car,844.89,163.73,922.27,192.84,./KITTI/training/image_2/005132.png
319,005132,dontcare,1173.1,162.52,1196.06,213.6,./KITTI/training/image_2/005132.png
320,000217,car,316.11,191.89,461.97,282.37,./KITTI/training/image_2/000217.png
321,000217,car,475.46,183.89,525.42,222.67,./KITTI/training/image_2/000217.png
322,000217,van,499.86,160.21,547.31,212.16,./KITTI/training/image_2/000217.png
323,000217,car,562.18,178.55,594.26,206.23,./KITTI/training/image_2/000217.png
324,000217,cyclist,979.93,140.54,1173.61,373.94,./KITTI/training/image_2/000217.png
325,000217,cyclist,1051.55,132.89,1241.0,332.88,./KITTI/training/image_2/000217.png
326,001625,car,582.18,180.44,620.92,215.8,./KITTI/training/image_2/001625.png
327,001625,car,26.95,190.94,398.79,375.0,./KITTI/training/image_2/001625.png
328,001625,car,34.6,188.4,272.83,290.94,./KITTI/training/image_2/001625.png
329,001625,car,325.4,187.89,416.14,237.47,./KITTI/training/image_2/001625.png
330,001625,car,440.14,188.24,528.38,247.0,./KITTI/training/image_2/001625.png
331,001625,car,405.88,182.22,463.57,217.11,./KITTI/training/image_2/001625.png
332,001625,car,488.6,184.43,535.71,215.55,./KITTI/training/image_2/001625.png
333,001625,van,526.76,162.61,561.83,203.48,./KITTI/training/image_2/001625.png
334,001625,car,119.34,186.89,259.12,245.01,./KITTI/training/image_2/001625.png
335,001625,car,293.8,187.22,362.8,220.37,./KITTI/training/image_2/001625.png
336,003857,car,266.81,200.31,478.43,340.79,./KITTI/training/image_2/003857.png
337,003857,car,397.93,190.99,529.13,279.6,./KITTI/training/image_2/003857.png
338,003857,car,732.67,179.31,837.89,274.3,./KITTI/training/image_2/003857.png
